game_id	season	game_date	team_name	team_id	team_abbreviation	opponent_id	opponent_name	opponent_abbrev	details	over_under	spread	provider_id	provider_name	away_team_odds_favorite	away_team_odds_underdog	away_team_odds_money_line	away_team_odds_spread_odds	away_team_odds_team_id	home_team_odds_favorite	home_team_odds_underdog	home_team_odds_money_line	home_team_odds_spread_odds	home_team_odds_team_id	team_short_display_name
401166015	2020	2019-11-06	Mountaineers	2026	APP	130	Michigan	MICH	MICH -16.5	149	-16.5	1004	consensus	FALSE	TRUE	966	-112	2026	TRUE	FALSE	-2059	-110	130	Appalachian St
401166016	2020	2019-11-06	Fighting Illini	356	ILL	2447	Nicholls	NICH	ILL -22.5	152	-22.5	1004	consensus	FALSE	TRUE	1700	-111	2447	TRUE	FALSE	-8276	-112	356	Illinois
401166017	2020	2019-11-06	Cornhuskers	158	NEB	27	UC Riverside	UCR	NEB -15.5	143	-15.5	1004	consensus	FALSE	TRUE	900	-111	27	TRUE	FALSE	-1877	-111	158	Nebraska
401166018	2020	2019-11-06	Hoosiers	84	IU	2710	Western Illinois	WIU	IU -21.5	143	-21.5	1004	consensus	FALSE	TRUE	1394	-111	2710	TRUE	FALSE	-5229	-110	84	Indiana
401166019	2020	2019-11-06	Vikings	325	CLEV	135	Minnesota	MINN	MINN -22.0	146	-22	1004	consensus	FALSE	TRUE	1450	-112	325	TRUE	FALSE	-6316	-110	135	Cleveland State
401166020	2020	2019-11-06	Crusaders	107	HC	120	Maryland	MD	MD -28.5	140	-28.5	1004	consensus	FALSE	TRUE	3650	-113	107	TRUE	FALSE	-33333	-109	120	Holy Cross
401166021	2020	2019-11-06	Nittany Lions	213	PSU	2379	Maryland-Eastern Shore	UMES	PSU -31.5	134.5	-31.5	1004	consensus	FALSE	TRUE	3300	-110	2379	TRUE	FALSE	-20000	-113	213	Penn State
401166022	2020	2019-11-07	Bearcats	2132	CIN	194	Ohio State	OSU	OSU -5.5	143	-5.5	1004	consensus	FALSE	TRUE	179	-113	2132	TRUE	FALSE	-229	-109	194	Cincinnati
401166023	2020	2019-11-07	Phoenix	2739	GB	2509	Purdue	PUR	PUR -23.0	150.5	-23	1004	consensus	FALSE	TRUE	1671	-112	2739	TRUE	FALSE	-9032	-110	2509	Green Bay
401166024	2020	2019-11-08	Bulldogs	2803	BRY	164	Rutgers	RUTG	RUTG -21.5	140.5	-21.5	1004	consensus	FALSE	TRUE	1380	-110	2803	TRUE	FALSE	-6667	-111	164	Bryant
401166025	2020	2019-11-09	Hawkeyes	2294	IOWA	2565	SIU Edwardsville	SIUE	IOWA -23.5	149	-23.5	1004	consensus	FALSE	TRUE	2171	-111	2565	TRUE	FALSE	-13770	-113	2294	Iowa
401166026	2020	2019-11-09	Panthers	2197	EIU	275	Wisconsin	WISC	WISC -19.0	134	-19	1004	consensus	FALSE	TRUE	1227	-113	2197	TRUE	FALSE	-3897	-110	275	E Illinois
401166027	2020	2019-11-09	Warriors	2771	MRMK	77	Northwestern	NU	NU -18.5	135.5	-18.5	1004	consensus	FALSE	TRUE	1200	-113	2771	TRUE	FALSE	-4085	-112	77	Merrimack
401166028	2020	2019-11-10	Terrapins	120	MD	227	Rhode Island	URI	MD -12.5	145	-12.5	1004	consensus	FALSE	TRUE	559	-113	227	TRUE	FALSE	-907	-112	120	Maryland
401166029	2020	2019-11-10	Golden Gophers	135	MINN	201	Oklahoma	OU	OU -4.5	146	4.5	1004	consensus	TRUE	FALSE	-203	-111	201	FALSE	TRUE	164	-112	135	Minnesota
401166030	2020	2019-11-10	Boilermakers	2509	PUR	251	Texas	TEX	PUR -7.0	130.5	-7	1004	consensus	FALSE	TRUE	253	-111	251	TRUE	FALSE	-334	-109	2509	Purdue
401166031	2020	2019-11-09	Nittany Lions	213	PSU	2681	Wagner	WAG	PSU -25.5	135	-25.5	1004	consensus	FALSE	TRUE	3650	-113	2681	TRUE	FALSE	-66667	-111	213	Penn State
401166032	2020	2019-11-09	Cornhuskers	158	NEB	253	Southern Utah	SUU	NEB -7.5	149	-7.5	1004	consensus	FALSE	TRUE	284	-113	253	TRUE	FALSE	-382	-112	158	Nebraska
401166053	2020	2019-11-09	Hoosiers	84	IU	2502	Portland State	PRST	IU -19.5	152.5	-19.5	1004	consensus	FALSE	TRUE	1265	-112	2502	TRUE	FALSE	-4342	-112	84	Indiana
401166054	2020	2019-11-11	Bearcats	2066	BING	127	Michigan State	MSU	MSU -37.5	139.5	-37.5	1004	consensus	FALSE	TRUE	3300	-105	2066	TRUE	FALSE	-100000	-118	127	Binghamton
401166055	2020	2019-11-10	Buckeyes	194	OSU	2349	UMass Lowell	UML	OSU -23.0	144.5	-23	1004	consensus	FALSE	TRUE	1920	-112	2349	TRUE	FALSE	-9502	-109	194	Ohio State
401166056	2020	2019-11-10	Purple Eagles	315	NIAG	164	Rutgers	RUTG	RUTG -21.5	144	-21.5	1004	consensus	FALSE	TRUE	1394	-113	315	TRUE	FALSE	-5641	-110	164	Niagara
401166057	2020	2019-11-12	Blue Demons	305	DEP	2294	Iowa	IOWA	IOWA -9.0	149.5	-9	1004	consensus	FALSE	TRUE	352	-109	305	TRUE	FALSE	-492	-113	2294	DePaul
401166058	2020	2019-11-12	Bluejays	156	CREI	130	Michigan	MICH	MICH -5.0	154	-5	1004	consensus	FALSE	TRUE	190	-110	156	TRUE	FALSE	-243	-110	130	Creighton
