game_id	season	game_date	team_name	team_id	team_abbreviation	opponent_id	opponent_name	opponent_abbrev	details	over_under	spread	provider_id	provider_name	away_team_odds_favorite	away_team_odds_underdog	away_team_odds_money_line	away_team_odds_spread_odds	away_team_odds_team_id	home_team_odds_favorite	home_team_odds_underdog	home_team_odds_money_line	home_team_odds_spread_odds	home_team_odds_team_id	team_short_display_name
400496834	2014	2013-11-08	Huskies	41	CONN	120	Maryland	MD	CONN -9.0	NA	9	1004	consensus	TRUE	FALSE	NA	NA	41	FALSE	TRUE	NA	NA	120	UConn
400496835	2014	2013-11-09	Cougars	248	HOU	326	Texas State	TXST	HOU -8.5	NA	-8.5	1004	consensus	FALSE	TRUE	NA	NA	326	TRUE	FALSE	NA	NA	248	Houston
400496836	2014	2013-11-09	Rattlers	50	FAMU	164	Rutgers	RUTG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Florida A&M
400496837	2014	2013-11-09	Tampa	2626	TAMPA	2116	UCF	UCF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tampa
400496838	2014	2013-11-09	Bearcats	2132	CIN	2428	North Carolina Central	NCCU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cincinnati
400496839	2014	2013-11-09	Mustangs	2567	SMU	2628	TCU	TCU	SMU -9.5	NA	-9.5	1004	consensus	FALSE	TRUE	NA	NA	2628	TRUE	FALSE	NA	NA	2567	SMU
400496840	2014	2013-11-09	Cougars	232	COFC	97	Louisville	LOU	LOU -23.5	NA	-23.5	1004	consensus	FALSE	TRUE	NA	NA	232	TRUE	FALSE	NA	NA	97	Charleston
400496841	2014	2013-11-09	Quakers	219	PENN	218	Temple	TEM	TEM -5.0	NA	5	1004	consensus	TRUE	FALSE	NA	NA	218	FALSE	TRUE	NA	NA	219	Penn
400496842	2014	2013-11-10	Golden Eagles	2635	TNTC	58	South Florida	USF	USF -12.5	NA	-12.5	1004	consensus	FALSE	TRUE	NA	NA	2635	TRUE	FALSE	NA	NA	58	Tennessee Tech
400496843	2014	2013-11-11	Huskies	41	CONN	43	Yale	YALE	CONN -18.0	NA	-18	1004	consensus	FALSE	TRUE	NA	NA	43	TRUE	FALSE	NA	NA	41	UConn
400496844	2014	2013-11-12	Golden Flashes	2309	KENT	218	Temple	TEM	TEM -10.5	NA	-10.5	1004	consensus	FALSE	TRUE	NA	NA	2309	TRUE	FALSE	NA	NA	218	Kent State
400496845	2014	2013-11-12	Cougars	248	HOU	292	UT Rio Grande Valley	RGV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Houston
400496846	2014	2013-11-12	Mustangs	2567	SMU	227	Rhode Island	URI	SMU -5.0	NA	-5	1004	consensus	FALSE	TRUE	NA	NA	227	TRUE	FALSE	NA	NA	2567	SMU
