game_id	season	game_date	team_name	team_id	team_abbreviation	opponent_id	opponent_name	opponent_abbrev	details	over_under	spread	provider_id	provider_name	away_team_odds_favorite	away_team_odds_underdog	away_team_odds_money_line	away_team_odds_spread_odds	away_team_odds_team_id	home_team_odds_favorite	home_team_odds_underdog	home_team_odds_money_line	home_team_odds_spread_odds	home_team_odds_team_id	team_short_display_name
400986021	2018	2017-11-11	Tar Heels	153	UNC	2460	Northern Iowa	UNI	UNC -15.0	141	-15	1004	consensus	FALSE	TRUE	1013	-109	2460	TRUE	FALSE	-1882	-110	153	North Carolina
400986022	2018	2017-11-11	Midshipmen	2426	"NAVY"	221	Pittsburgh	PITT	"NAVY -5.0"	133.5	-5	1004	consensus	FALSE	TRUE	189	-110	221	TRUE	FALSE	-225	-110	2426	Navy
400986024	2018	2017-11-11	Big Red	172	COR	183	Syracuse	SYR	SYR -14.5	140.5	-14.5	1004	consensus	FALSE	TRUE	896	-110	172	TRUE	FALSE	-1517	-109	183	Cornell
400986025	2018	2017-11-10	Titans	2174	DET	259	Virginia Tech	VT	VT -18.5	159.5	-18.5	1004	consensus	FALSE	TRUE	1400	-110	2174	TRUE	FALSE	-2857	-110	259	Detroit Mercy
400986046	2018	2017-11-11	Wolfpack	152	NCST	2678	VMI	VMI	NCST -25.5	153	-25.5	1004	consensus	FALSE	TRUE	3300	-109	2678	TRUE	FALSE	-3333	-110	152	NC State
400986047	2018	2017-11-11	Eagles	103	BC	311	Maine	MAINE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Boston College
400986048	2018	2017-11-12	Blue Devils	150	DUKE	3084	Utah Valley	UVU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Duke
400986049	2018	2017-11-11	Blue Demons	305	DEP	87	Notre Dame	ND	ND -8.5	149.5	8.5	1004	consensus	TRUE	FALSE	-458	-112	87	FALSE	TRUE	361	-107	305	DePaul
400986050	2018	2017-11-12	Hurricanes	2390	MIA	2426	Navy	"NAVY"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Miami
400986051	2018	2017-11-12	Buccaneers	2127	CHSO	152	NC State	NCST	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Charleston So
400986052	2018	2017-11-14	Mountaineers	116	MSM	87	Notre Dame	ND	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mt. St. Mary's
400986053	2018	2017-11-14	Grizzlies	149	MONT	221	Pittsburgh	PITT	PITT -3.0	141	-3	1004	consensus	FALSE	TRUE	130	-110	149	TRUE	FALSE	-150	-110	221	Montana
400986054	2018	2017-11-14	Governors	2046	APSU	258	Virginia	UVA	UVA -26.5	128.5	-26.5	1004	consensus	FALSE	TRUE	NA	-110	2046	TRUE	FALSE	NA	-110	258	Austin Peay
400986055	2018	2017-11-15	Gaels	314	IONA	183	Syracuse	SYR	SYR -10.5	151	-10.5	1004	consensus	FALSE	TRUE	446	-109	314	TRUE	FALSE	-605	-110	183	Iona
400986056	2018	2017-11-15	Flames	2335	LIB	154	Wake Forest	WAKE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Liberty
400986057	2018	2017-11-15	Eagles	103	BC	2529	Sacred Heart	SHU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Boston College
400986058	2018	2017-11-15	Blue Devils	150	DUKE	127	Michigan State	MSU	DUKE -1.0	157.5	1	1004	consensus	TRUE	FALSE	-108	-110	150	FALSE	TRUE	-110	-110	127	Duke
400986059	2018	2017-11-16	Bison	2083	BUCK	153	North Carolina	UNC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bucknell
400986060	2018	2017-11-16	Panthers	221	PITT	2540	UC Santa Barbara	UCSB	PITT -5.0	140.5	-5	1004	consensus	FALSE	TRUE	188	-110	2540	TRUE	FALSE	-225	-110	221	Pittsburgh
400986063	2018	2017-11-17	Cougars	2130	CHIC	87	Notre Dame	ND	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chicago State
400986065	2018	2017-11-17	Cavaliers	258	UVA	2670	VCU	VCU	UVA -6.5	137.5	6.5	1004	consensus	TRUE	FALSE	-276	-108	258	FALSE	TRUE	231	-111	2670	Virginia
400986066	2018	2017-11-18	Blue Devils	150	DUKE	2582	Southern	SOU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Duke
400986067	2018	2017-11-18	Cardinals	97	LOU	2437	Omaha	OMA	LOU -27.5	161	-27.5	1004	consensus	FALSE	TRUE	1800	-109	2437	TRUE	FALSE	-5000	-110	97	Louisville
400986068	2018	2017-11-17	Rams	2230	FOR	52	Florida State	FSU	FSU -14.5	141.5	-14.5	1004	consensus	FALSE	TRUE	832	-111	2230	TRUE	FALSE	-1384	-107	52	Fordham
400986069	2018	2017-11-18	Eagles	103	BC	2641	Texas Tech	TTU	TTU -9.0	143.5	9	1004	consensus	TRUE	FALSE	-410	-110	2641	FALSE	TRUE	329	-110	103	Boston College
400986070	2018	2017-11-19	Orange	183	SYR	2640	Texas Southern	TXSO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Syracuse
400986071	2018	2017-11-19	Hawks	2405	MONM	258	Virginia	UVA	UVA -18.5	133.5	-18.5	1004	consensus	FALSE	TRUE	1350	-111	2405	TRUE	FALSE	-2857	-109	258	Monmouth
400986072	2018	2017-11-19	Rams	36	CSU	52	Florida State	FSU	FSU -13.0	148.5	-13	1004	consensus	FALSE	TRUE	885	-110	36	TRUE	FALSE	-1198	-110	52	Colorado State
400986073	2018	2017-11-19	Wildcats	2065	BCU	59	Georgia Tech	GT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bethune-Cookman
400986074	2018	2017-11-21	Silverswords	2124	CHAM	87	Notre Dame	ND	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chaminade
400986075	2018	2017-11-21	Panthers	221	PITT	213	Penn State	PSU	PSU -10.0	143.5	10	1004	consensus	TRUE	FALSE	-574	-110	213	FALSE	TRUE	431	-109	221	Pittsburgh
400986076	2018	2017-11-21	Cardinal	24	STAN	153	North Carolina	UNC	UNC -7.5	156.5	7.5	1004	consensus	TRUE	FALSE	-348	-111	153	FALSE	TRUE	281	-108	24	Stanford
400986077	2018	2017-11-21	Golden Grizzlies	2473	OAK	183	Syracuse	SYR	SYR -9.5	148	-9.5	1004	consensus	FALSE	TRUE	369	-113	2473	TRUE	FALSE	-473	-108	183	Oakland
400986078	2018	2017-11-21	Blue Devils	150	DUKE	231	Furman	FUR	DUKE -23.0	153.5	-23	1004	consensus	FALSE	TRUE	1800	-112	231	TRUE	FALSE	-5000	-107	150	Duke
400986079	2018	2017-11-22	Huskies	2277	HBU	259	Virginia Tech	VT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Houston Baptist
400986080	2018	2017-11-22	Cardinals	97	LOU	79	Southern Illinois	SIU	LOU -15.5	137	-15.5	1004	consensus	FALSE	TRUE	1000	-110	79	TRUE	FALSE	-1852	-109	97	Louisville
400986082	2018	2017-11-23	Orange	183	SYR	2649	Toledo	TOL	SYR -12.5	143.5	-12.5	1004	consensus	FALSE	TRUE	618	-112	2649	TRUE	FALSE	-907	-106	183	Syracuse
400986083	2018	2017-11-22	Seminoles	52	FSU	338	Kennesaw State	KENN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Florida State
400986084	2018	2017-11-23	Yellow Jackets	59	GT	292	UT Rio Grande Valley	RGV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Georgia Tech
