team,elo,aelo,gp,w,l,confw,confl,game1,game2,game3,game4,game5,game6,game7,game8,game9,game10,game11,game12,game13,game14,game15,game16,game17,game18,game19,game20,game21,game22,game23,game24,game25,game26,game27,game28,game29,game30,game31,game32,game33,game34,game35,game36,game37,game38,game39,game40,game41,game42,game43,game44,game45,game46,game47,game48,game49,game50,game51,game52,game53,game54,game55,game56,game57,game58,game59,game60,game61,elo_2007,aelo_2007,elo_2008,aelo_2008,elo_2009,aelo_2009,elo_2010,aelo_2010,elo_2011,aelo_2011,elo_2012,aelo_2012,elo_2013,aelo_2013,elo_2014,aelo_2014,elo_2015,aelo_2015,elo_2016,aelo_2016,elo_2017,aelo_2017,elo_2018,aelo_2018,elo_2019,aelo_2019,elo_2020,aelo_2020,elo_2021,aelo_2021,W_2010,L_2010,ConfW_2010,ConfL_2010,W_2011,L_2011,ConfW_2011,ConfL_2011,W_2012,L_2012,ConfW_2012,ConfL_2012,W_2013,L_2013,ConfW_2013,ConfL_2013,W_2014,L_2014,ConfW_2014,ConfL_2014,W_2015,L_2015,ConfW_2015,ConfL_2015,W_2016,L_2016,ConfW_2016,ConfL_2016,W_2017,L_2017,ConfW_2017,ConfL_2017,W_2018,L_2018,ConfW_2018,ConfL_2018,W_2019,L_2019,ConfW_2019,ConfL_2019,W_2020,L_2020,ConfW_2020,ConfL_2020,W_2021,L_2021,ConfW_2021,ConfL_2021,W_2022,L_2022,ConfW_2022,ConfL_2022
Jacksonville,1337.7700145546874,1500,0,0,0,0,0,1305.1624403281248,1287.1624403281248,1308.1624403281248,1363.1624403281248,1339.1624403281248,1322.1624403281248,1311.1624403281248,1361.1624403281248,1356.1624403281248,1385.1624403281248,1413.1624403281248,1399.1624403281248,1355.1624403281248,1332.1624403281248,1357.1624403281248,1352.1624403281248,1325.1624403281248,1291.1624403281248,1323.1624403281248,1345.1624403281248,1324.1624403281248,1338.1624403281248,1328.1624403281248,1368.1624403281248,1350.1624403281248,1341.1624403281248,1348.1624403281248,1324.1624403281248,1335.1624403281248,1329.1624403281248,1532.075,1620.05,1604.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1521,NA,1553.5,1500,1604.05,NA,1532.075,NA,1340.2524999999998,NA,1284.74875,NA,1308.4501249999998,NA,1236.6496874999998,NA,1286.85988125,NA,1254.424846875,NA,1287.2703878124998,NA,1243.96264796875,NA,1329.1624403281248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Arizona,1349.835948421875,1500,0,0,0,0,0,1250.5002925312501,1285.5002925312501,1237.5002925312501,1284.5002925312501,1327.5002925312501,1363.5002925312501,1355.5002925312501,1345.5002925312501,1335.5002925312501,1363.5002925312501,1344.5002925312501,1313.5002925312501,1343.5002925312501,1389.5002925312501,1401.5002925312501,1434.5002925312501,1441.5002925312501,1415.5002925312501,1420.5002925312501,1397.5002925312501,1361.5002925312501,1396.5002925312501,1425.5002925312501,1412.5002925312501,1425.5002925312501,1388.5002925312501,1369.5002925312501,1346.5002925312501,1228.2860071875,1289.2860071875,1255.2860071875,1495.5238749999999,1518.5238749999999,1546.5238749999999,1558.5238749999999,1581.5238749999999,1566.5238749999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1592,NA,1323,1500,1426.1,NA,1525.9499999999998,NA,1054.8049999999998,NA,1224.1874999999998,NA,1352.53525,NA,1566.5238749999999,NA,1104.0225125,NA,1193.96841875,NA,1096.190963125,NA,1255.2860071875,NA,1346.5002925312501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samford,1318.5210419374998,1500,0,0,0,0,0,1355.3582596249998,1345.3582596249998,1325.3582596249998,1362.3582596249998,1387.3582596249998,1377.3582596249998,1359.3582596249998,1396.3582596249998,1375.3582596249998,1356.3582596249998,1350.3582596249998,1355.3582596249998,1370.3582596249998,1360.3582596249998,1331.3582596249998,1325.3582596249998,1278.3582596249998,1272.3582596249998,1267.3582596249998,1251.3582596249998,1245.3582596249998,1229.3582596249998,1226.3582596249998,1219.3582596249998,1252.3582596249998,1234.3582596249998,1231.3582596249998,1218.3582596249998,1239.3582596249998,1195.3582596249998,1409.80637375,1402.80637375,1431.604175,1409.604175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1366,NA,1446,1500,1280.8,NA,1192.2,NA,1274.34,NA,1285.83,NA,1260.2169999999999,NA,1292.8574999999998,NA,1283.4938499999998,NA,1409.604175,NA,1239.8502425,NA,1402.80637375,NA,1195.3582596249998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southeast Missouri St.,1227.9852253359372,1500,0,0,0,0,0,1317.5468850156249,1328.5468850156249,1291.5468850156249,1274.5468850156249,1264.5468850156249,1311.5468850156249,1293.5468850156249,1288.5468850156249,1261.5468850156249,1259.5468850156249,1247.5468850156249,1235.5468850156249,1229.5468850156249,1219.5468850156249,1208.5468850156249,1191.5468850156249,1187.5468850156249,1144.5468850156249,1139.5468850156249,1119.5468850156249,1109.5468850156249,1141.5468850156249,1123.5468850156249,1138.5468850156249,1157.5468850156249,1147.5468850156249,1125.5468850156249,1117.5468850156249,1091.5468850156249,1358.0906593749999,1326.0906593749999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1191,NA,1033.5,1500,1127.05,NA,1266.575,NA,1359.4025,NA,1435.67375,NA,1431.6576249999998,NA,1361.5309375,NA,1101.26275625,NA,1326.0906593749999,NA,1328.4241565624998,NA,1274.0392760937498,NA,1091.5468850156249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas A&M Corpus Chris,1335.7885178984372,1500,0,0,0,0,0,1310.3650963906248,1301.3650963906248,1283.3650963906248,1264.3650963906248,1296.3650963906248,1320.3650963906248,1291.3650963906248,1286.3650963906248,1272.3650963906248,1254.3650963906248,1247.3650963906248,1262.3650963906248,1237.3650963906248,1254.3650963906248,1242.3650963906248,1224.3650963906248,1257.3650963906248,1272.3650963906248,1293.3650963906248,1281.3650963906248,1248.3650963906248,1281.3650963906248,1272.3650963906248,1248.3650963906248,1232.3650963906248,1264.3650963906248,1276.3650963906248,1318.3650963906248,1326.3650963906248,1288.3650963906248,1617.685884375,1650.685884375,1640.685884375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1379,NA,1563.5,1500,1523.45,NA,1256.7749999999999,NA,1160.4225,NA,1196.2437499999999,NA,1432.248625,NA,1486.9974375,NA,1583.17330625,NA,1640.685884375,NA,1312.2949340624998,NA,1305.3532323437498,NA,1288.3650963906248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Winthrop,1531.439773375,1500,0,0,0,0,0,1504.42803225,1495.42803225,1521.42803225,1511.42803225,1478.42803225,1475.42803225,1452.42803225,1445.42803225,1436.42803225,1445.42803225,1454.42803225,1465.42803225,1510.42803225,1529.42803225,1537.42803225,1563.42803225,1594.42803225,1599.42803225,1606.42803225,1633.42803225,1640.42803225,1644.42803225,1648.42803225,1616.42803225,1586.42803225,1589.42803225,1542.42803225,1552.42803225,1557.42803225,1571.42803225,1599.42803225,1608.42803225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1634,NA,1374,1500,1533.2,NA,1406.8,NA,1310.36,NA,1326.2199999999998,NA,1420.2179999999998,NA,1436.975,NA,1552.5529,NA,1660.3689499999998,NA,1507.950345,NA,1424.0858575,NA,1608.42803225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Youngstown St.,1403.121682421875,1500,0,0,0,0,0,1295.50135253125,1285.50135253125,1308.50135253125,1293.50135253125,1310.50135253125,1298.50135253125,1324.50135253125,1313.50135253125,1340.50135253125,1368.50135253125,1361.50135253125,1394.50135253125,1430.50135253125,1396.50135253125,1404.50135253125,1411.50135253125,1394.50135253125,1387.50135253125,1367.50135253125,1387.50135253125,1358.50135253125,1376.50135253125,1400.50135253125,1418.50135253125,1389.50135253125,1453.50135253125,1441.50135253125,1414.50135253125,1431.50135253125,1441.50135253125,1425.50135253125,1282.55001875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1292,NA,1399,1500,1238.1,NA,1244.75,NA,1484.8049999999998,NA,1440.8274999999999,NA,1396.8552499999998,NA,1233.675875,NA,1298.8945125,NA,1282.55001875,NA,1162.943363125,NA,1301.2366871875,NA,1425.50135253125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Alabama,1535.5368349453124,1500,0,0,0,0,0,1443.2782726718751,1441.2782726718751,1398.2782726718751,1454.2782726718751,1492.2782726718751,1470.2782726718751,1453.2782726718751,1459.2782726718751,1419.2782726718751,1385.2782726718751,1408.2782726718751,1376.2782726718751,1429.2782726718751,1460.2782726718751,1498.2782726718751,1475.2782726718751,1504.2782726718751,1482.2782726718751,1467.2782726718751,1460.2782726718751,1505.2782726718751,1522.2782726718751,1530.2782726718751,1533.2782726718751,1567.2782726718751,1581.2782726718751,1588.2782726718751,1609.2782726718751,1429.32566203125,1451.32566203125,1462.32566203125,1436.32566203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1701,NA,1598.5,1500,1387.55,NA,1302.3249999999998,NA,1439.4274999999998,NA,1467.4112499999999,NA,1352.533875,NA,1297.4903125,NA,1343.50531875,NA,1325.999753125,NA,1327.0514721875002,NA,1436.32566203125,NA,1609.2782726718751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee Martin,1265.9725456328124,1500,0,0,0,0,0,1313.561056796875,1344.561056796875,1339.561056796875,1330.561056796875,1299.561056796875,1323.561056796875,1313.561056796875,1281.561056796875,1277.561056796875,1271.561056796875,1257.561056796875,1302.561056796875,1293.561056796875,1280.561056796875,1263.561056796875,1243.561056796875,1260.561056796875,1238.561056796875,1217.561056796875,1239.561056796875,1205.561056796875,1190.561056796875,1201.561056796875,1167.561056796875,1154.561056796875,1108.561056796875,1134.561056796875,1336.97339078125,1328.97339078125,1455.9426281249998,1428.9426281249998,1476.9426281249998,1433.9426281249998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1475,NA,1610.5,1500,1106.75,NA,1298.525,NA,1015.2874999999999,NA,1097.20125,NA,1137.1868749999999,NA,1509.7538124999999,NA,1462.03296875,NA,1433.9426281249998,NA,1223.5812046874998,NA,1328.97339078125,NA,1134.561056796875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
William & Mary,1507.0598631953123,1500,0,0,0,0,0,1539.233946171875,1558.233946171875,1573.233946171875,1592.233946171875,1582.233946171875,1556.233946171875,1571.233946171875,1558.233946171875,1588.233946171875,1601.233946171875,1546.233946171875,1516.233946171875,1521.233946171875,1592.233946171875,1611.233946171875,1616.233946171875,1647.233946171875,1667.233946171875,1603.233946171875,1611.233946171875,1561.233946171875,1569.233946171875,1525.233946171875,1505.233946171875,1462.233946171875,1479.233946171875,1500.233946171875,1544.233946171875,1552.233946171875,1563.233946171875,1527.233946171875,1592.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1445,NA,1334.5,1500,1592.75,NA,1404.725,NA,1259.1875,NA,1376.01125,NA,1535.761875,NA,1530.6843125,NA,1638.07071875,NA,1556.240653125,NA,1570.5415421875,NA,1478.14296703125,NA,1527.233946171875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Navy,1382.6077152734374,1500,0,0,0,0,0,1409.001000640625,1425.001000640625,1417.001000640625,1400.001000640625,1425.001000640625,1473.001000640625,1421.001000640625,1426.001000640625,1441.001000640625,1439.001000640625,1455.001000640625,1434.001000640625,1462.001000640625,1442.001000640625,1467.001000640625,1480.001000640625,1498.001000640625,1455.001000640625,1463.001000640625,1429.001000640625,1391.001000640625,1384.001000640625,1391.001000640625,1358.001000640625,1340.001000640625,1320.001000640625,1347.001000640625,1338.001000640625,1330.001000640625,1402.02404984375,1392.02404984375,1394.8270062499998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1581,NA,1469.5,1500,1307.05,NA,1324.375,NA,1062.3025,NA,1158.46375,NA,1191.922625,NA,1356.5004374999999,NA,1394.8270062499998,NA,1412.363634375,NA,1446.6299190625,NA,1392.02404984375,NA,1330.001000640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radford,1542.7432084140623,1500,0,0,0,0,0,1551.6067254843747,1535.6067254843747,1574.6067254843747,1550.6067254843747,1502.6067254843747,1523.6067254843747,1513.6067254843747,1484.6067254843747,1477.6067254843747,1534.6067254843747,1541.6067254843747,1554.6067254843747,1566.6067254843747,1575.6067254843747,1589.6067254843747,1558.6067254843747,1505.6067254843747,1513.6067254843747,1525.6067254843747,1534.6067254843747,1547.6067254843747,1579.6067254843747,1584.6067254843747,1601.6067254843747,1609.6067254843747,1614.6067254843747,1623.6067254843747,1575.6067254843747,1581.6067254843747,1529.6067254843747,1548.8010534375,1559.8010534375,1580.8010534375,1576.8010534375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1331,NA,1640.5,1500,1506.55,NA,1107.4250000000002,NA,1092.6775,NA,1141.56625,NA,1392.586375,NA,1476.7630625000002,NA,1344.15744375,NA,1269.1076406250002,NA,1576.8010534375,NA,1593.13281890625,NA,1529.6067254843747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee Tech,1248.4273561015625,1500,0,0,0,0,0,1303.721571609375,1293.721571609375,1286.721571609375,1256.721571609375,1233.721571609375,1266.721571609375,1252.721571609375,1243.721571609375,1236.721571609375,1213.721571609375,1209.721571609375,1177.721571609375,1160.721571609375,1147.721571609375,1142.721571609375,1164.721571609375,1146.721571609375,1190.721571609375,1168.721571609375,1162.721571609375,1149.721571609375,1127.721571609375,1145.721571609375,1158.721571609375,1148.721571609375,1182.721571609375,1204.721571609375,1203.721571609375,1193.721571609375,1423.2576259375,1409.2576259375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1403,NA,1326.5,1500,1374.15,NA,1506.025,NA,1479.2575000000002,NA,1355.4362500000002,NA,1391.4953750000002,NA,1252.3785625,NA,1411.63789375,NA,1307.532515625,NA,1409.2576259375,NA,1171.88856765625,NA,1193.721571609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Troy,1302.5031781953123,1500,0,0,0,0,0,1377.5110521718748,1341.5110521718748,1332.5110521718748,1328.5110521718748,1303.5110521718748,1248.5110521718748,1284.5110521718748,1323.5110521718748,1310.5110521718748,1368.5110521718748,1347.5110521718748,1320.5110521718748,1294.5110521718748,1342.5110521718748,1372.5110521718748,1350.5110521718748,1326.5110521718748,1380.5110521718748,1362.5110521718748,1327.5110521718748,1311.5110521718748,1359.5110521718748,1342.5110521718748,1316.5110521718748,1293.5110521718748,1267.5110521718748,1257.5110521718748,1250.5110521718748,1230.5110521718748,1493.3276621874998,1460.3276621874998,1572.8722531249998,1611.8722531249998,1635.8722531249998,1628.8722531249998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1369,NA,1622.5,1500,1591.95,NA,1334.725,NA,1278.9475,NA,1318.89125,NA,1308.1298749999999,NA,1205.7323124999998,NA,1186.3051187499998,NA,1628.8722531249998,NA,1460.3276621874998,NA,1290.8255070312498,NA,1230.5110521718748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Connecticut,1150.229317109375,1500,0,0,0,0,0,1202.3683846562499,1196.3683846562499,1191.3683846562499,1178.3683846562499,1138.3683846562499,1135.3683846562499,1113.3683846562499,1108.3683846562499,1093.3683846562499,1088.3683846562499,1080.3683846562499,1079.3683846562499,1060.3683846562499,1051.3683846562499,1043.3683846562499,1031.3683846562499,1028.3683846562499,1017.3683846562499,1003.3683846562499,992.3683846562499,1041.3683846562499,1037.3683846562499,1033.3683846562499,1028.3683846562499,1014.3683846562499,1052.3683846562499,1066.3683846562499,1046.3683846562499,1042.3683846562499,1025.3683846562499,1211.977255625,1205.977255625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1528,NA,1321,1500,1340.9,NA,1513.75,NA,1437.145,NA,1346.6975,NA,1245.49225,NA,1096.755375,NA,1059.0253625,NA,1050.53929375,NA,1205.977255625,NA,1125.1504159375,NA,1025.3683846562499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Webb,1509.0332420625,1500,0,0,0,0,0,1465.139220375,1419.139220375,1417.139220375,1411.139220375,1403.139220375,1434.139220375,1465.139220375,1455.139220375,1385.139220375,1378.139220375,1400.139220375,1356.139220375,1343.139220375,1335.139220375,1357.139220375,1383.139220375,1396.139220375,1358.139220375,1396.139220375,1364.139220375,1338.139220375,1384.139220375,1402.139220375,1432.139220375,1389.139220375,1412.139220375,1436.139220375,1484.139220375,1502.139220375,1474.139220375,1576.2121062499998,1573.2121062499998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1494,NA,1370,1500,1195.2,NA,1296.6,NA,1238.86,NA,1482.4099999999999,NA,1391.8629999999998,NA,1391.6544999999999,NA,1383.3861499999998,NA,1512.1894249999998,NA,1335.1105574999997,NA,1573.2121062499998,NA,1474.139220375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lafayette,1401.1981406953123,1500,0,0,0,0,0,1336.9006671718748,1327.9006671718748,1367.9006671718748,1341.9006671718748,1390.9006671718748,1409.9006671718748,1462.9006671718748,1479.9006671718748,1464.9006671718748,1476.9006671718748,1467.9006671718748,1422.9006671718748,1437.9006671718748,1458.9006671718748,1487.9006671718748,1474.9006671718748,1408.9006671718748,1446.9006671718748,1471.9006671718748,1494.9006671718748,1511.9006671718748,1478.9006671718748,1437.9006671718748,1449.9006671718748,1466.9006671718748,1446.9006671718748,1414.9006671718748,1423.9006671718748,1453.9006671718748,1440.9006671718748,1527.5523125,1524.5523125,1572.09125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1439,NA,1222.5,1500,1449.95,NA,1414.725,NA,1399.3474999999999,NA,1572.09125,NA,1423.8498749999999,NA,1524.5523125,NA,1163.43111875,NA,1212.0812531249999,NA,1291.0699621874999,NA,1269.1593570312498,NA,1440.9006671718748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Francis PA,1490.9137967265624,1500,0,0,0,0,0,1419.283783359375,1410.283783359375,1424.283783359375,1434.283783359375,1397.283783359375,1394.283783359375,1448.283783359375,1470.283783359375,1491.283783359375,1521.283783359375,1496.283783359375,1505.283783359375,1520.283783359375,1523.283783359375,1541.283783359375,1559.283783359375,1501.283783359375,1474.283783359375,1439.283783359375,1443.283783359375,1462.283783359375,1481.283783359375,1496.283783359375,1519.283783359375,1545.283783359375,1551.283783359375,1559.283783359375,1522.283783359375,1540.283783359375,1565.283783359375,1532.283783359375,1403.295565625,1382.295565625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1205,NA,1170.5,1500,1271.75,NA,1262.025,NA,1149.5375,NA,1135.37625,NA,1247.549375,NA,1379.3875625,NA,1260.95859375,NA,1382.295565625,NA,1404.4353609375,NA,1415.90635015625,NA,1532.283783359375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USC Upstate,1228.282399296875,1500,0,0,0,0,0,1133.57357378125,1122.57357378125,1121.57357378125,1114.57357378125,1113.57357378125,1096.57357378125,1083.57357378125,1131.57357378125,1129.57357378125,1155.57357378125,1189.57357378125,1175.57357378125,1222.57357378125,1261.57357378125,1252.57357378125,1230.57357378125,1190.57357378125,1185.57357378125,1234.57357378125,1258.57357378125,1292.57357378125,1260.57357378125,1214.57357378125,1260.57357378125,1229.57357378125,1192.57357378125,1187.57357378125,1177.57357378125,1229.57357378125,1252.57357378125,1238.57357378125,1456.630875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1302,NA,1339,1500,1266.1,NA,1138.75,NA,1514.205,NA,1422.7275,NA,1531.62525,NA,1456.630875,NA,1170.8030125,NA,1303.39076875,NA,1071.936288125,NA,1029.9853746874999,NA,1238.57357378125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
